location,datetime,tempmax,dew,humidity,solarradiation
seethawaka,2025-03-17,32,24,88,245.6
seethawaka,2025-03-18,32.2,23.5,82.7,263.9
seethawaka,2025-03-19,31,23.6,87.1,175
seethawaka,2025-03-20,31.5,23.1,81.7,265.3
seethawaka,2025-03-21,32.6,24.7,83.6,257
seethawaka,2025-03-22,32,23.9,85.3,239
seethawaka,2025-03-23,32.2,23.6,81.7,281.3
seethawaka,2025-03-24,33.1,24.3,81.6,270.6
seethawaka,2025-03-25,32,23.9,85,257.1
seethawaka,2025-03-26,32.2,23.3,82.8,220.5
seethawaka,2025-03-27,32.2,24.3,83.9,233.5
seethawaka,2025-03-28,32.2,22.8,78.8,234.1
seethawaka,2025-03-29,32,23.9,80.8,249.1
seethawaka,2025-03-30,32,23.2,78.6,271.8
seethawaka,2025-03-31,33.1,23.6,77.9,238.1
seethawaka,2025-04-01,33.2,24.3,78.7,233.2
seethawaka,2025-04-02,32.6,23.7,82.5,218.8
seethawaka,2025-04-03,33.1,23.7,85.8,207.9
seethawaka,2025-04-04,31.4,23.9,86.8,176.3
seethawaka,2025-04-05,30.6,24,86,127.7
seethawaka,2025-04-06,32.2,24.4,85.8,226.9
seethawaka,2025-04-07,31.6,24.1,84.2,218.8
seethawaka,2025-04-08,33.1,23.8,79.9,232.2
seethawaka,2025-04-09,31.1,24.4,83.6,208.6
seethawaka,2025-04-10,30.2,24.6,90.2,158.8
seethawaka,2025-04-11,31.1,24.1,84,145.5
seethawaka,2025-04-12,32.2,24.2,82,239.5
seethawaka,2025-04-13,32.2,24.8,84.3,226.2
seethawaka,2025-04-14,32.6,25.4,85.4,225.4
seethawaka,2025-04-15,32.6,24.9,83.9,227.1
seethawaka,2025-04-16,32.6,24.6,81.6,254.6
seethawaka,2025-04-17,32.6,25.1,82.9,226.2
seethawaka,2025-04-18,32.6,24.8,80.6,247.8
seethawaka,2025-04-19,33.2,24.7,80.6,241.6
seethawaka,2025-04-20,32.6,25.3,83.5,239.8
seethawaka,2025-04-21,32,25.3,84.4,246.9
seethawaka,2025-04-22,31.1,24.1,83.8,238.5
seethawaka,2025-04-23,32,24.7,86.9,227.1
seethawaka,2025-04-24,32.8,24.9,83.9,246.9
seethawaka,2025-04-25,31.4,24.8,86.8,233.6
seethawaka,2025-04-26,33.2,24.8,82.8,242.7
seethawaka,2025-04-27,31.2,24.4,83.6,235.5
seethawaka,2025-04-28,32.2,24.3,83.7,227.9
seethawaka,2025-04-29,32.9,24.4,83.1,218.6
seethawaka,2025-04-30,29.5,24.5,88.4,155.8
seethawaka,2025-05-01,32.8,24.6,82.8,141.2
seethawaka,2025-05-02,32.6,24.7,83,213
seethawaka,2025-05-03,32,24.4,81.7,233.3
seethawaka,2025-05-04,32.6,26.1,82.9,244.6
seethawaka,2025-05-05,33.2,26.2,83.8,258.7
seethawaka,2025-05-06,33.2,25.4,85,225.3
seethawaka,2025-05-07,32,25.3,87.5,151.9
seethawaka,2025-05-08,30.4,25,92.8,177.6
seethawaka,2025-05-09,32.6,25.5,84,221.1
seethawaka,2025-05-10,32.6,25.2,80.8,208.9
seethawaka,2025-05-11,32.6,24.1,77.5,256.5
seethawaka,2025-05-12,31.6,24.8,81.6,239.2
seethawaka,2025-05-13,31.6,25.5,83.6,235.1
seethawaka,2025-05-14,32.9,26.5,83.4,203.6
seethawaka,2025-05-15,32,25.7,85.4,196.2
seethawaka,2025-05-16,31.6,25.2,87.3,192
seethawaka,2025-05-17,29.1,24.1,89.2,164.6
seethawaka,2025-05-18,31.2,24.4,87.9,148
seethawaka,2025-05-19,29.1,24.7,86.6,136
seethawaka,2025-05-20,31.6,24.8,84,167
seethawaka,2025-05-21,32.2,24.3,80.6,127
seethawaka,2025-05-22,33.1,25.4,83.8,189.1
seethawaka,2025-05-23,32.2,25.9,86.4,199.4
seethawaka,2025-05-24,28.6,24.1,90.5,158.5
seethawaka,2025-05-25,31.1,24.7,88.3,177.9
seethawaka,2025-05-26,31.2,24.6,85,176
seethawaka,2025-05-27,30,24.5,85.9,137.3
seethawaka,2025-05-28,31.1,25.5,85.3,199.8
seethawaka,2025-05-29,32.2,25.3,82.3,203.5
seethawaka,2025-05-30,29.4,23.7,87,137.5
seethawaka,2025-05-31,31.1,23.9,81.4,188.3
seethawaka,2025-06-01,31.1,25,81.9,208.6
seethawaka,2025-06-02,32.2,25.7,82.8,223.4
seethawaka,2025-06-03,32.2,25.2,82.7,240.9
seethawaka,2025-06-04,31.6,25,83.3,229.8
seethawaka,2025-06-05,30.8,24.7,83.5,208.3
seethawaka,2025-06-06,31.6,24.3,79.1,203.5
seethawaka,2025-06-07,31.2,24.3,81.5,234.2
seethawaka,2025-06-08,32.2,23.6,78.2,229.4
seethawaka,2025-06-09,32.2,24.5,79.3,227.3
seethawaka,2025-06-10,30,24.9,85.3,158
seethawaka,2025-06-11,31.2,23.7,81.5,151.1
seethawaka,2025-06-12,31.6,23.7,81.6,183.2
seethawaka,2025-06-13,31.1,23.9,82.2,187.5
seethawaka,2025-06-14,28.5,23.7,89,78.3
seethawaka,2025-06-15,30.5,23.1,84.1,117.4
seethawaka,2025-06-16,29.3,22.8,86.1,165.6
seethawaka,2025-06-17,31.1,22.7,83.7,108.8
seethawaka,2025-06-18,31.6,23.7,82.1,222.8
seethawaka,2025-06-19,31.6,24.8,83.8,218.9
seethawaka,2025-06-20,31.1,25.3,85.4,184.9
seethawaka,2025-06-21,31.2,24.9,83.5,185.4
seethawaka,2025-06-22,31.2,24.6,81.6,210.3
seethawaka,2025-06-23,30.6,25.2,84.7,182.1
seethawaka,2025-06-24,31.6,25,83.7,186.7
seethawaka,2025-06-25,30.6,25.3,85.5,193.2
seethawaka,2025-06-26,32.6,24.7,86,211.9
seethawaka,2025-06-27,30.6,24.5,86.5,240.2
seethawaka,2025-06-28,30.1,24.5,83.2,182.3
seethawaka,2025-06-29,31.2,23.1,76.5,220.3
seethawaka,2025-06-30,31.6,24.2,79,218.1
seethawaka,2025-07-01,31.1,24.6,83,230.9
seethawaka,2025-07-02,32.2,24.6,80.4,210.3
seethawaka,2025-07-03,31.2,24.7,83.2,202
seethawaka,2025-07-04,31.2,24.3,81.7,243
seethawaka,2025-07-05,31.6,24.8,81.5,221.9
seethawaka,2025-07-06,32,24.6,81.2,216.4
seethawaka,2025-07-07,32.2,24.6,80.3,230
seethawaka,2025-07-08,31.6,24.6,79.5,232.4
seethawaka,2025-07-09,32.2,24.7,79.2,239.8
seethawaka,2025-07-10,32.2,24.5,79,223.8
seethawaka,2025-07-11,31.6,24.9,80.4,224.9
seethawaka,2025-07-12,30.6,24,79.9,223.6
seethawaka,2025-07-13,31.8,23.7,77.8,207
seethawaka,2025-07-14,31.3,23.8,79.6,235.6
seethawaka,2025-07-15,30.2,24,80.3,203.5
seethawaka,2025-07-16,30.2,24.1,81.8,187.4
seethawaka,2025-07-17,30.2,22.7,76.8,188.9
seethawaka,2025-07-18,29.5,23.1,79.2,176.4
seethawaka,2025-07-19,29.9,22.2,79.4,190.6
seethawaka,2025-07-20,28.6,22.7,81.7,113.4
seethawaka,2025-07-21,29.1,23.1,82.7,143.3
seethawaka,2025-07-22,29.6,22.8,80,122.7
seethawaka,2025-07-23,28.6,23.4,84.4,143.9
seethawaka,2025-07-24,30.1,22.8,80.8,215.9
seethawaka,2025-07-25,29.6,22.7,82.5,163
seethawaka,2025-07-26,29.6,21.9,81.9,181.7
seethawaka,2025-07-27,30.2,23.6,81.5,264.3
seethawaka,2025-07-28,30.4,24.5,82.6,241.3
seethawaka,2025-07-29,30.5,22.4,77.5,260.1
seethawaka,2025-07-30,30.6,23.1,79.5,254.7
seethawaka,2025-07-31,29.1,23.5,81.6,200.3
seethawaka,2025-08-01,30.1,24.3,83.7,194.5
seethawaka,2025-08-02,29.6,24.1,85.8,149.1
seethawaka,2025-08-03,28.1,24.1,89.1,97.5
seethawaka,2025-08-04,29.8,22.7,80.5,200.9
seethawaka,2025-08-05,29,23.2,82.8,222.3
seethawaka,2025-08-06,29.7,23.3,81.3,241.4
seethawaka,2025-08-07,29.7,23.6,81.4,196.4
seethawaka,2025-08-08,29.9,23.4,80.2,197.5
seethawaka,2025-08-09,30,24.1,82.5,227.7
seethawaka,2025-08-10,30.7,23.8,81.1,228.8
seethawaka,2025-08-11,28,23.7,89,197.5
seethawaka,2025-08-12,29.2,24.1,88.1,194.8
seethawaka,2025-08-13,30.2,23.9,82.3,192.9
seethawaka,2025-08-14,29.2,24,84.5,218
seethawaka,2025-08-15,29.3,23.8,82.7,199.5
seethawaka,2025-08-16,30.2,24.2,82.9,173.4
seethawaka,2025-08-17,30.2,25.4,87.1,180.3
seethawaka,2025-08-18,31.2,25.4,84.6,219.9
seethawaka,2025-08-19,30.6,24.5,81,265.8
seethawaka,2025-08-20,30.6,24.5,80.9,258.6
seethawaka,2025-08-21,30.6,24.4,81.2,261
seethawaka,2025-08-22,31.1,25.3,83.5,220.8
seethawaka,2025-08-23,30.6,25.3,83.5,228.9
seethawaka,2025-08-24,31.4,25.1,84.3,265.7
seethawaka,2025-08-25,30.6,24.5,81.2,238.6
seethawaka,2025-08-26,30.6,23.5,78.8,225.6
seethawaka,2025-08-27,31.1,23.1,80.5,212
seethawaka,2025-08-28,29.8,23,81.7,212.6
seethawaka,2025-08-29,30.6,23.5,79.8,209.9
seethawaka,2025-08-30,28.4,23.7,86.5,219
seethawaka,2025-08-31,28.9,23.2,86.2,227.3
seethawaka,2025-09-01,29.2,23.6,89.1,203.9
seethawaka,2025-09-02,30,22.8,83,261.5
seethawaka,2025-09-03,29.9,23,79.2,235.9
seethawaka,2025-09-04,30.6,23.5,79.5,246.8
seethawaka,2025-09-05,30.3,22.2,75.9,239.3
seethawaka,2025-09-06,30.6,22.9,77.3,231.5
seethawaka,2025-09-07,30.6,22.4,74.8,239.9
seethawaka,2025-09-08,31.1,23.4,78.9,232.8
seethawaka,2025-09-09,31.2,23.8,82.9,189.1
seethawaka,2025-09-10,31.2,23.1,78.5,235.7
seethawaka,2025-09-11,31.1,23.3,78.2,217.6
seethawaka,2025-09-12,31.2,23.6,76.2,233.1
seethawaka,2025-09-13,30.8,22.9,75.5,222
seethawaka,2025-09-14,31.6,23,76.4,227.3
seethawaka,2025-09-15,31.2,23.2,77,193.2
seethawaka,2025-09-16,30.2,23.7,83.7,212.8
seethawaka,2025-09-17,30.6,23.7,85.7,201.4
seethawaka,2025-09-18,29.1,23.5,87.7,157.2
seethawaka,2025-09-19,30.1,24.2,88.2,183.2
seethawaka,2025-09-20,31.2,23.5,81.2,202.5
seethawaka,2025-09-21,31.2,23.9,82.7,211.4
seethawaka,2025-09-22,31.2,23.6,83,217.2
seethawaka,2025-09-23,30.2,23.4,82.2,185.2
seethawaka,2025-09-24,30.6,23.7,83.3,166.5
seethawaka,2025-09-25,30.2,23.8,89.2,145
seethawaka,2025-09-26,29.6,23.7,90.2,86
seethawaka,2025-09-27,31.2,24.1,85.4,238.7
seethawaka,2025-09-28,30.1,24.6,84.2,197.4
seethawaka,2025-09-29,29.9,24.3,85.6,206.9
seethawaka,2025-09-30,31.6,24.8,82.3,193.4
seethawaka,2025-10-01,31.6,24.4,79.3,250.3
seethawaka,2025-10-02,31.2,23,76.7,221.9
seethawaka,2025-10-03,31.6,23.1,77.7,221.2
seethawaka,2025-10-04,29.5,23,88.3,189.2
seethawaka,2025-10-05,29.2,22.8,87.9,168.3
seethawaka,2025-10-06,31.6,23.5,82.4,203.8
seethawaka,2025-10-07,31.1,23.8,81.8,226.6
seethawaka,2025-10-08,31.6,23.8,80.8,212.4
seethawaka,2025-10-09,31.6,22.9,77.6,237.6
seethawaka,2025-10-10,31.6,22.9,80,231.4
seethawaka,2025-10-11,30.1,23.8,88,217.7
seethawaka,2025-10-12,31.6,23.6,83.1,236.2
seethawaka,2025-10-13,32,23.5,85.3,215
seethawaka,2025-10-14,30.6,23.4,84.5,191.9
seethawaka,2025-10-15,29.2,23.6,90.6,167.6
seethawaka,2025-10-16,30.1,23.6,86.6,143.9
seethawaka,2025-10-17,30.6,24.1,90.6,177.4
seethawaka,2025-10-18,30.1,23.7,87.5,102.1
seethawaka,2025-10-19,28,23.8,93.5,62.3
seethawaka,2025-10-20,28.6,23.4,90.6,58.1
seethawaka,2025-10-21,29.1,23.5,93.9,123.5
seethawaka,2025-10-22,29.1,23.6,91.1,137.9
seethawaka,2025-10-23,30.1,23.5,89.6,148.3
seethawaka,2025-10-24,29.8,23.5,92.5,126.2
seethawaka,2025-10-25,28.2,23.9,94.7,118
seethawaka,2025-10-26,30.6,24.1,84.9,184.6
seethawaka,2025-10-27,29.3,23.5,82,203.9
seethawaka,2025-10-28,31.2,23.6,78.1,179.3
seethawaka,2025-10-29,32.2,23.6,78.5,215.8
seethawaka,2025-10-30,32.2,23.3,79.3,240.6
seethawaka,2025-10-31,32.2,22.4,76.6,246.9
seethawaka,2025-11-01,31.6,22.9,79.2,249.1
seethawaka,2025-11-02,31.1,23.4,78.5,213.2
seethawaka,2025-11-03,31.3,22.7,77,195.1
seethawaka,2025-11-04,31.2,22.8,76.6,206.9
seethawaka,2025-11-05,31.2,23.2,78.2,208.4
seethawaka,2025-11-06,30.1,23.9,84.6,162.4
seethawaka,2025-11-07,30.2,25.2,89.3,183
seethawaka,2025-11-08,29.6,24.3,89.1,169.6
seethawaka,2025-11-09,31.1,24,84.1,171.4
seethawaka,2025-11-10,29.6,24.6,88.8,200.6
seethawaka,2025-11-11,31.1,24.7,86.9,199.2
seethawaka,2025-11-12,32,25,90.2,178.8
seethawaka,2025-11-13,31.5,25.2,90.7,198.3
seethawaka,2025-11-14,29.2,22.8,87.5,176.5
seethawaka,2025-11-15,29.2,22.7,86.5,172.3
seethawaka,2025-11-16,30.1,23.3,87.6,165.7
seethawaka,2025-11-17,27.3,23.2,91.1,35.7
seethawaka,2025-11-18,28.6,22.9,93.3,136.5
seethawaka,2025-11-19,30,22.7,85.9,209.7
seethawaka,2025-11-20,30,22.9,86.4,211.1
seethawaka,2025-11-21,30.7,23.4,87.4,219.7
seethawaka,2025-11-22,28,23.5,92.1,64.6
seethawaka,2025-11-23,27.4,22.9,91.9,117.1
seethawaka,2025-11-24,27.7,22.9,90.2,0
thimbirigasyaya,2016-01-01,32.1,22.9,76.3,205.1
thimbirigasyaya,2016-01-02,30.1,22.4,76.6,203.3
thimbirigasyaya,2016-01-03,32.7,22.1,71.5,231.2
thimbirigasyaya,2016-01-04,33.1,22.8,74,224.9
thimbirigasyaya,2016-01-05,32.1,23.4,78.3,218.2
thimbirigasyaya,2016-01-06,33.1,23.4,80,225.1
thimbirigasyaya,2016-01-07,32.1,22,71.9,188.3
thimbirigasyaya,2016-01-08,32.1,21.7,69.2,224.1
thimbirigasyaya,2016-01-09,33.1,21.4,67.2,245.8
thimbirigasyaya,2016-01-10,33.1,21.8,69.2,154.6
thimbirigasyaya,2016-01-11,33.1,21.5,68.4,241.3
thimbirigasyaya,2016-01-12,32.1,20.6,67,257.3
thimbirigasyaya,2016-01-13,32.1,20.2,68,211.1
thimbirigasyaya,2016-01-14,31.2,19.7,68.1,246.1
thimbirigasyaya,2016-01-15,31.1,20.2,72.3,231.8
thimbirigasyaya,2016-01-16,32.1,21.9,76.2,268.8
thimbirigasyaya,2016-01-17,33.1,20.8,70.3,269.1
thimbirigasyaya,2016-01-18,31.1,21.9,76.5,272.3
thimbirigasyaya,2016-01-19,31.1,22.6,79.7,260.6
thimbirigasyaya,2016-01-20,31.1,23.5,79.1,242.3
thimbirigasyaya,2016-01-21,33.1,23.2,75.8,220.3
thimbirigasyaya,2016-01-22,33.1,22.3,72.6,228.1
thimbirigasyaya,2016-01-23,33.1,23,75.5,223.1
thimbirigasyaya,2016-01-24,33.1,22.7,72.6,232.8
thimbirigasyaya,2016-01-25,35.1,22.6,70.9,236.5
thimbirigasyaya,2016-01-26,36.1,21.8,67.4,253.4
thimbirigasyaya,2016-01-27,34.1,19.4,62.7,282.8
thimbirigasyaya,2016-01-28,32.1,20.8,73.5,276
thimbirigasyaya,2016-01-29,31.1,21.5,74.8,258.9
thimbirigasyaya,2016-01-30,32.1,19.2,65.4,251.5
thimbirigasyaya,2016-01-31,31.6,20.2,68.1,260.4
thimbirigasyaya,2016-02-01,32.1,20.3,67,245.9
thimbirigasyaya,2016-02-02,32.3,19.7,64.9,257.3
thimbirigasyaya,2016-02-03,35.1,17.9,58.4,276.6
thimbirigasyaya,2016-02-04,33.1,18.6,61.5,275.6
thimbirigasyaya,2016-02-05,32.1,20.2,64.8,216.5
thimbirigasyaya,2016-02-06,33.1,22.3,70.7,234.2
thimbirigasyaya,2016-02-07,32.1,23.2,74.6,150.3
thimbirigasyaya,2016-02-08,34.1,23.5,75.6,250.4
thimbirigasyaya,2016-02-09,32.4,24.3,77.1,233
thimbirigasyaya,2016-02-10,32.1,24,78.8,247.8
thimbirigasyaya,2016-02-11,33.1,23.1,75.5,264.7
thimbirigasyaya,2016-02-12,32.1,22.6,76,280.1
thimbirigasyaya,2016-02-13,31.1,22.6,75.2,243.8
thimbirigasyaya,2016-02-14,31.1,23,75.5,245.3
thimbirigasyaya,2016-02-15,33.1,22.9,78.2,211
thimbirigasyaya,2016-02-16,34.1,21.1,68.3,202.6
thimbirigasyaya,2016-02-17,33.1,22,67.6,199.7
thimbirigasyaya,2016-02-18,34.1,23.7,77.9,218.2
thimbirigasyaya,2016-02-19,32.6,23.9,79.3,255.8
thimbirigasyaya,2016-02-20,30.7,24.2,84.7,226.8
thimbirigasyaya,2016-02-21,35.2,23.5,78,287.5
thimbirigasyaya,2016-02-22,35.1,23.8,73.6,287.4
thimbirigasyaya,2016-02-23,31.1,23.2,73.5,240
thimbirigasyaya,2016-02-24,32.2,21.5,68.3,251.4
thimbirigasyaya,2016-02-25,33.8,23,76.4,250.6
thimbirigasyaya,2016-02-26,33.5,22.7,73.8,286.2
thimbirigasyaya,2016-02-27,35.1,23.3,73.4,275.1
thimbirigasyaya,2016-02-28,35.1,22.7,71,261.5
thimbirigasyaya,2016-02-29,36.1,22.9,70.7,268.5
thimbirigasyaya,2016-03-01,35.1,23.6,74.1,268
thimbirigasyaya,2016-03-02,34.1,22.8,70.8,284.6
thimbirigasyaya,2016-03-03,35.1,22.1,67.5,276.7
thimbirigasyaya,2016-03-04,36.1,22.9,68.5,243.9
thimbirigasyaya,2016-03-05,34.1,23.8,72.7,241.8
thimbirigasyaya,2016-03-06,34.2,24.2,73.7,268.9
thimbirigasyaya,2016-03-07,35.2,24,74.6,252.7
thimbirigasyaya,2016-03-08,32.1,24.2,77.1,244.1
thimbirigasyaya,2016-03-09,32.1,24.5,79.5,275
thimbirigasyaya,2016-03-10,32.4,24.7,76.3,250.3
thimbirigasyaya,2016-03-11,32.1,25.2,78.3,245.2
thimbirigasyaya,2016-03-12,32.1,25.1,79.4,252.1
thimbirigasyaya,2016-03-13,32.1,24.5,75.8,249.8
thimbirigasyaya,2016-03-14,32.1,24.6,76.1,267.7
thimbirigasyaya,2016-03-15,32.3,24,73.8,268.6
thimbirigasyaya,2016-03-16,34.8,24.2,75.3,257.7
thimbirigasyaya,2016-03-17,33.1,24.3,74.1,265.2
thimbirigasyaya,2016-03-18,32.1,24.4,74.6,267.1
thimbirigasyaya,2016-03-19,32.1,24.1,72.4,246.9
thimbirigasyaya,2016-03-20,32.2,23.6,73.3,271.8
thimbirigasyaya,2016-03-21,32,24.1,75.9,260.1
thimbirigasyaya,2016-03-22,33.1,23.8,73.3,245.7
thimbirigasyaya,2016-03-23,35.7,23.5,68.5,254.4
thimbirigasyaya,2016-03-24,32.4,24.1,72.5,273.7
thimbirigasyaya,2016-03-25,32.6,23.9,72,288
thimbirigasyaya,2016-03-26,32.7,23.9,72,290.3
thimbirigasyaya,2016-03-27,33.1,24.1,71,237.4
thimbirigasyaya,2016-03-28,33.1,24,76,248.4
thimbirigasyaya,2016-03-29,32.4,23.2,73.8,256.5
thimbirigasyaya,2016-03-30,32.1,23.4,75.7,227.3
thimbirigasyaya,2016-03-31,32.2,23.2,73.5,262.4
thimbirigasyaya,2016-04-01,32.2,23.6,72.8,252.7
thimbirigasyaya,2016-04-02,33.1,23.3,71,280.2
thimbirigasyaya,2016-04-03,33.1,23.4,70.1,277.3
thimbirigasyaya,2016-04-04,33.1,23.9,72.6,254.1
thimbirigasyaya,2016-04-05,33.1,23.7,71.2,234.9
thimbirigasyaya,2016-04-06,33.1,23.9,71.6,273.3
thimbirigasyaya,2016-04-07,33.1,23.8,72.9,245.4
thimbirigasyaya,2016-04-08,33.1,24.2,72.3,261.9
thimbirigasyaya,2016-04-09,33.1,24.9,74.7,282.3
thimbirigasyaya,2016-04-10,32.1,24.9,77.3,255.2
thimbirigasyaya,2016-04-11,33.1,24.4,72.6,269.1
thimbirigasyaya,2016-04-12,33.1,25.1,73.5,254.3
thimbirigasyaya,2016-04-13,33.1,25.4,75.8,245.5
thimbirigasyaya,2016-04-14,33.1,25.4,76.7,248.4
thimbirigasyaya,2016-04-15,33.2,25.3,77.8,242
thimbirigasyaya,2016-04-16,33.1,25.3,77.6,241.4
thimbirigasyaya,2016-04-17,33.1,24.9,78.2,239.5
thimbirigasyaya,2016-04-18,34.1,24.7,74.7,261.4
thimbirigasyaya,2016-04-19,31.9,25,83.4,212.6
thimbirigasyaya,2016-04-20,33.1,24.8,83.3,212.1
thimbirigasyaya,2016-04-21,33.1,24.8,80.2,244.7
thimbirigasyaya,2016-04-22,33.1,25,77,243.6
thimbirigasyaya,2016-04-23,34.1,25.5,75.2,218.3
thimbirigasyaya,2016-04-24,33.1,24.8,73.3,243.9
thimbirigasyaya,2016-04-25,33.2,25.1,72.5,258.4
thimbirigasyaya,2016-04-26,33.1,24.6,76,220.8
thimbirigasyaya,2016-04-27,34.9,24.1,75.3,255
thimbirigasyaya,2016-04-28,33.7,24.3,75.7,258.3
thimbirigasyaya,2016-04-29,34.1,24.4,74.2,264.2
thimbirigasyaya,2016-04-30,33.1,24.1,80.1,256
thimbirigasyaya,2016-05-01,33.1,24.4,81,245.8
thimbirigasyaya,2016-05-02,33.1,25,77.5,216.7
thimbirigasyaya,2016-05-03,33.1,24.8,76.8,240.3
thimbirigasyaya,2016-05-04,33.4,24.8,78.1,243.9
thimbirigasyaya,2016-05-05,32.1,24.8,77.8,252.6
thimbirigasyaya,2016-05-06,31.1,24.5,79.1,219
thimbirigasyaya,2016-05-07,33.1,24.3,76.2,121
thimbirigasyaya,2016-05-08,33.2,24.8,83.3,212.1
thimbirigasyaya,2016-05-09,33.1,24.3,83.3,221.5
thimbirigasyaya,2016-05-10,33.1,24.1,80.6,183.9
thimbirigasyaya,2016-05-11,32.1,24.3,84.5,143.4
thimbirigasyaya,2016-05-12,31.1,24.1,84.6,97.1
thimbirigasyaya,2016-05-13,31.9,24.2,81.3,188.8
thimbirigasyaya,2016-05-14,31.1,25.1,83.7,41.5
thimbirigasyaya,2016-05-15,27.1,24.4,91.9,26.2
thimbirigasyaya,2016-05-16,28.1,24,87.1,43.8
thimbirigasyaya,2016-05-17,29.8,24.6,84.5,106.4
thimbirigasyaya,2016-05-18,31.2,24.9,80.2,191.9
thimbirigasyaya,2016-05-19,30.1,25.3,84.2,130.3
thimbirigasyaya,2016-05-20,31.1,24.7,78.2,153.7
thimbirigasyaya,2016-05-21,30.4,25.8,86.4,150.8
thimbirigasyaya,2016-05-22,32.1,26.2,83.6,171.8
thimbirigasyaya,2016-05-23,31.6,26.2,80.7,182.7
thimbirigasyaya,2016-05-24,30.2,25.6,82.1,145.9
thimbirigasyaya,2016-05-25,31.9,25.2,78.2,199.9
thimbirigasyaya,2016-05-26,31.6,25.8,80.2,194.5
thimbirigasyaya,2016-05-27,31.1,25.1,85.6,143.6
thimbirigasyaya,2016-05-28,30.1,24.4,87.6,114.7
thimbirigasyaya,2016-05-29,30.1,24.8,83.1,148.2
thimbirigasyaya,2016-05-30,31.1,25,80.8,193.9
thimbirigasyaya,2016-05-31,29.7,25.3,82.9,123.6
thimbirigasyaya,2016-06-01,31.1,25,82.9,186.6
thimbirigasyaya,2016-06-02,32,25,78,183
thimbirigasyaya,2016-06-03,31.1,25.1,77.1,163.4
thimbirigasyaya,2016-06-04,31.1,25.2,78.7,189.9
thimbirigasyaya,2016-06-05,31.2,25.1,79.1,207.3
thimbirigasyaya,2016-06-06,31.1,24.8,79.7,197.7
thimbirigasyaya,2016-06-07,31.1,24.7,82.6,192
thimbirigasyaya,2016-06-08,31.1,24.3,85.2,179.1
thimbirigasyaya,2016-06-09,30.7,24.9,85.1,196.7
thimbirigasyaya,2016-06-10,30.7,24.6,83.2,215.1
thimbirigasyaya,2016-06-11,31.1,24.6,77.9,206.4
thimbirigasyaya,2016-06-12,31.1,25,82.1,164.3
thimbirigasyaya,2016-06-13,31.1,24.3,76.6,181.4
thimbirigasyaya,2016-06-14,31.1,24.7,77.8,213.3
thimbirigasyaya,2016-06-15,30.7,24.5,75.9,231.8
thimbirigasyaya,2016-06-16,30.2,24.6,77.2,185
thimbirigasyaya,2016-06-17,29.9,24.3,78.6,179.5
thimbirigasyaya,2016-06-18,29.4,24,77.6,130
thimbirigasyaya,2016-06-19,29.7,23.7,77,222.2
thimbirigasyaya,2016-06-20,30.1,23.4,75,172
thimbirigasyaya,2016-06-21,30.2,23.3,77,184.5
thimbirigasyaya,2016-06-22,30.2,23.3,73.2,212.6
thimbirigasyaya,2016-06-23,30.2,22.9,72.5,234.4
thimbirigasyaya,2016-06-24,30.4,23.3,73.2,202.7
thimbirigasyaya,2016-06-25,30.1,22.9,72,221.9
thimbirigasyaya,2016-06-26,30.5,24.3,80,226
thimbirigasyaya,2016-06-27,30.4,24.9,81.6,228.5
thimbirigasyaya,2016-06-28,31.1,24.3,79.6,173.3
thimbirigasyaya,2016-06-29,30.7,25,81,150.4
thimbirigasyaya,2016-06-30,31.1,24.5,78.3,203.9
thimbirigasyaya,2016-07-01,31.1,24.3,77.3,204.6
thimbirigasyaya,2016-07-02,31.1,24.4,76.4,250.2
thimbirigasyaya,2016-07-03,32.1,24.2,76.3,253.4
thimbirigasyaya,2016-07-04,30.7,23.5,74.2,236.3
thimbirigasyaya,2016-07-05,30.4,23.9,75.9,247
thimbirigasyaya,2016-07-06,31.1,24.4,76.2,231.3
thimbirigasyaya,2016-07-07,30.9,24.4,77.5,254.4
thimbirigasyaya,2016-07-08,30.4,24.9,79.3,163.8
thimbirigasyaya,2016-07-09,31.3,24.7,79.3,198
thimbirigasyaya,2016-07-10,30.1,24.3,78.5,198
thimbirigasyaya,2016-07-11,31.1,24.4,76.9,229
thimbirigasyaya,2016-07-12,30.1,23.8,76.9,212.7
thimbirigasyaya,2016-07-13,30.2,23.1,74.3,0
thimbirigasyaya,2016-07-14,30.2,23.7,75.7,218.7
thimbirigasyaya,2016-07-15,29.3,23.5,77,176.6
thimbirigasyaya,2016-07-16,29.7,23.4,76.8,152
thimbirigasyaya,2016-07-17,29.4,23.9,82.9,148.1
thimbirigasyaya,2016-07-18,30.1,23.9,81.1,197
thimbirigasyaya,2016-07-19,29.6,23.3,76,240.7
thimbirigasyaya,2016-07-20,30.1,23.9,78.1,243.5
thimbirigasyaya,2016-07-21,30.2,23.8,77.2,215.8
thimbirigasyaya,2016-07-22,30.1,23.4,75.2,243.1
thimbirigasyaya,2016-07-23,30.1,23.7,78.8,199.5
thimbirigasyaya,2016-07-24,28.3,23.3,77.8,143.2
thimbirigasyaya,2016-07-25,29.1,23.5,78.7,161.6
thimbirigasyaya,2016-07-26,30.1,23.7,78.8,153.1
thimbirigasyaya,2016-07-27,29.1,24,83.3,176.5
thimbirigasyaya,2016-07-28,30.1,23.5,79,156.6
thimbirigasyaya,2016-07-29,30.1,23.8,79.6,191.7
